,Engine Capacity (liters),Cylinders,Drive Type,Fuel Tank Capacity (liters),Fuel Economy (L/100 Km),Fuel Type,Horsepower (bhp),Torque (Nm),Transmission,Top Speed (Km/h),Seating Capacity,Acceleration 0-100 Km/h (sec),Length (meters),Width (meters),Height (meters),Wheelbase (meters),Trunk Capacity (liters),name,price,currency
3094,6.8,8,Rear Wheel Drive,96,15.0,Petrol,505,1020,Automatic,296,5 Seater,5.5,5.825,1.926,1.541,3.516,446,Bentley Mulsanne 2021 6.75L V8 Extended Wheelbase,"155,000",BHD
3095,6.5,12,All Wheel Drive,90,17.2,Petrol,690,690,Automatic,350,2 Seater,2.9,4.780,2.030,1.136,2.700,Null,Lamborghini Aventador SVJ 2021 LP 700-4,"155,000",BHD
3096,6.6,12,Rear Wheel Drive,82,14.4,Petrol,563,820,Automatic,250,4 Seater,5.0,5.569,1.948,1.550,3.465,490,Rolls Royce Ghost 2021 6.6L Extended Wheelbase,"155,000",BHD
3097,6.5,N/A,All Wheel Drive,85,16.9,Petrol,740,690,Automatic,350,2 Seater,2.9,4.797,2.030,1.136,2.700,140,Lamborghini Aventador S 2021 6.5L V12 Coupe,"160,000",BHD
3098,6.0,12,Rear Wheel Drive,80,19.7,Petrol,592,620,Automatic,328,2 Seater,3.9,4.385,1.865,1.250,2.600,300,Aston Martin Vantage 2021 GT3,"165,000",BHD
3099,6.8,8,Rear Wheel Drive,96,15.0,Petrol,530,1100,Automatic,305,5 Seater,4.9,5.575,1.926,1.521,3.266,443,Bentley Mulsanne 2021 6.75L V8 Speed,"165,000",BHD
3100,6.5,12,All Wheel Drive,90,16.0,Petrol,700,690,Automatic,350,2 Seater,2.9,4780,2030,1136,2700,Null,Lamborghini Aventador SVJ 2021 Pirelli,"174,000",BHD
3101,6.5,12,All Wheel Drive,90,16.0,Petrol,700,690,Automatic,350,2 Seater,2.9,4780,2030,1136,2700,Null,Lamborghini Aventador SVJ 2021 Miura Homage,"174,000",BHD
3102,6.5,12,All Wheel Drive,90,16.0,Petrol,690,690,Automatic,350,2 Seater,3.0,4.835,2.030,1.136,2.700,Null,Lamborghini Aventador SVJ 2021 LP 700-4 Roadster,"175,000",BHD
3103,6.7,12,Rear Wheel Drive,100,14.8,Petrol,563,900,Automatic,250,4 Seater,5.3,5.762 ,2.018 ,1.646 ,3.552 ,548,Rolls Royce Phantom 2021 6.75L Short Wheelbase ,"185,000",BHD
3104,6.7,12,Rear Wheel Drive,100,14.8,Petrol,453,720,Automatic,250,4 Seater,5.8,5.612,1.987,1.598,3.320,395,Rolls Royce Phantom 2021 6.75L Coupe,"200,000",BHD
3105,6.5,12,All Wheel Drive,90,16.0,Petrol,750,690,Automatic,350,2 Seater,2.8,4.835,2.030,1.136,2.700,Null,Lamborghini Aventador SVJ 2021 LP750-4 SV Coupe,"205,000",BHD
3106,6.7,12,Rear Wheel Drive,100,14.8,Petrol,453,720,Automatic,240,4 Seater,5.8,5.612,1.987,1.566,3.320,395,Rolls Royce Phantom 2021 6.75L Drophead Coupe,"207,000",BHD
3107,6.7,12,Rear Wheel Drive,100,14.8,Petrol,453,720,Automatic,240,4 Seater,5.8,5.612,1.987,1.566,3.320,395,Rolls Royce Phantom 2021 6.75L Drophead Coupe,"207,000",BHD
3108,6.7,N/A,Rear Wheel Drive,100,13.9,Petrol,563,900,Automatic,250,4 Seater,5.4,6.092,1.990,1.640,3.820,460,Rolls Royce Phantom 2021 6.75L Extended Wheelbase,"225,000",BHD
3109,4.6,8,All Wheel Drive,70,3.1,Hybrid,887,1280,Manual,343,2 Seater,2.8,4.643,1.940,1.167,2.730,107,Porsche 918 Spyder 2021 Base,"342,600",BHD
3110,4.6,8,All Wheel Drive,70,3.1,Hybrid,887,1280,Manual,345,2 Seater,2.8,4.643,1.940,1.167,2.730,107,Porsche 918 Spyder 2021 Weissach package,"375,400",BHD
3111,1.0,3,Front Wheel Drive,36,5.3,Petrol,67,96,Automatic,156,5 Seater,17.3,3.670 ,1.680 ,1.480 ,2.425 ,252,Hyundai i10 2021 1.0L MPI, TBD ,Null
3112,1.0,3,Front Wheel Drive,36,5.3,Petrol,67,96,Automatic,156,5 Seater,17.3,3.670 ,1.680 ,1.480 ,2.425 ,252,Hyundai i10 2021 1.0L MPI, TBD ,Null
3113,1.2,4,Front Wheel Drive,36,5.3,Petrol,84,118,Automatic,171,5 Seater,12.6,3.670 ,1.680 ,1.480 ,2.425 ,252,Hyundai i10 2021 1.2L MPI, TBD ,Null
3114,1.2,3,Front Wheel Drive,35,4.8,Petrol,77,100,Automatic,167,5 Seater,13.9,3.780,1.665,1.500,2.450,235,Mitsubishi Mirage 2021 1.2 GLX,"2,899",KWD
3115,1.2,3,Front Wheel Drive,35,4.8,Petrol,77,100,Automatic,167,5 Seater,13.9,3.780,1.665,1.500,2.450,235,Mitsubishi Mirage 2021 1.2 GLS,"3,099",KWD
3116,1.2,4,Front Wheel Drive,35,5.3,Petrol,84,120,Automatic,145,5 Seater,12.2,3.585,1.595,1.540,2.380,225,Hyundai Grand i10 2021 1.2 GLS,"3,750",KWD
3117,1.5,4,Front Wheel Drive,42,6.8,Petrol,107,140,Automatic,175,5 Seater,13.0,4.450,1.748,1.493,2.570,502,Chery Arrizo 3 2021 1.5L Comfort,"3,000",KWD
3118,1.4,4,Front Wheel Drive,45,5.5,Petrol,84,127,Manual,169,5 Seater,13.1,3.795,1.680,1.427,2.489,284,Ford Figo 2021 1.4L,"3,100",KWD
3119,1.2,3,Front Wheel Drive,42,4.9,Petrol,76,100,Automatic,170,5 Seater,14.0,4.245,1.670,1.515,2.550,450,Mitsubishi Attrage 2021 1.2 GLX (Base),"3,000",KWD
3120,1.2,4,Front Wheel Drive,37,6.0,Petrol,82,113,Automatic,170,5 Seater,13.2,3.995,1.735,1.515,2.450,378,Suzuki Dzire 2021 1.2L GL,"2,950",KWD
3121,1.6,4,Front Wheel Drive,52,6.8,Petrol,123,160,Automatic,180,5 Seater,15.0,4.160,1.810,1.670,2.560,348,Changan CS35 2021 1.6L Standard (2WD),"3,750",KWD
3122,1.2,4,Front Wheel Drive,35,6.0,Petrol,84,122,Automatic,161,5 Seater,13.7,3.595,1.595,1.495,2.400,255,Kia Picanto 2021 1.2L Base,"3,600",KWD
3123,1.4,4,Front Wheel Drive,43,6.4,Petrol,100,132,Automatic,185,5 Seater,12.2,4.370,1.700,1.450,2.570,389,Hyundai Accent 2021 1.4L GL,"4,250",KWD
3124,1.4,4,Front Wheel Drive,43,6.4,Petrol,100,132,Automatic,185,5 Seater,12.2,4.370,1.700,1.450,2.570,389,Hyundai Accent 2021 1.4L GL,"4,250",KWD
3125,1.5,4,Front Wheel Drive,48,7.0,Petrol,114,141,Automatic,180,5 Seater,11.5,4.572,1.825,1.482,2.670,430,Chery Arrizo 5 2021 1.5L (Luxury),"4,300",KWD
3126,1.6,4,Front Wheel Drive,43,6.4,Petrol,122,156,Automatic,184,5 Seater,11.4,4.370,1.700,1.450,2.570,465,Hyundai Accent 2021 1.6L GL,"4,450",KWD
3127,1.5,4,Front Wheel Drive,42,5.9,Petrol,110,136,Automatic,175,5 Seater,11.5,3.796,1.686,1.527,2.489,261,Ford Figo 2021 1.5L Ambiente H/B,"4,000",KWD
3128,1.4,4,Front Wheel Drive,37,4.4,Petrol,91,130,Automatic,170,5 Seater,11.6,3.995,1.745,1.470,2.520,355,Suzuki Baleno 2021 1.4L GLX,"3,500",KWD
3129,1.6,4,Front Wheel Drive,55,7.3,Petrol,115,150,Automatic,188,5 Seater,11.8,4.442,1.748,1.466,2.652,506,Peugeot 301 2021 1.6L Access,"4,100",KWD
3130,1.2,4,Front Wheel Drive,35,6.0,Petrol,84,122,Automatic,161,5 Seater,13.7,3.595,1.595,1.495,2.400,255,Kia Picanto 2021 1.2L Top,"4,200",KWD
3131,1.4,4,Front Wheel Drive,45,12.5,Petrol,100,133,Automatic,180,5 Seater,6.0,4.065,1.725,1.460,2.580,492,Kia Rio Hatchback 2021 1.4L MPI,"4,200",KWD
3132,1.6,4,Front Wheel Drive,46,6.6,Petrol,104,150,Automatic,175,5 Seater,12.5,3.969,1.978,1.468,2.489,276,Ford Fiesta 2021 1.6L Ambiente,"4,200",KWD
3133,1.6,4,Front Wheel Drive,50,6.6,Petrol,115,156,Automatic,180,5 Seater,13.2,4.632,1.814,1.443,2.711,503,Renault Megane 2021 1.6L PE,"3,699",KWD
3134,1.5,4,Front Wheel Drive,40,7.5,Petrol,118,145,CVT,190,5 Seater,11.5,4.455,1.695,1.475,2.600,510,Honda City 2021 1.5L DX,"3,888",KWD
3135,1.5,N/A,Rear Wheel Drive,45,6.3,Petrol,103,136,Automatic,180,7 Seater,13.5,4.190,1.660,1.695,2.660,128,Toyota Avanza 2021 1.5L SE,"4,400",KWD
3136,1.6,4,Front Wheel Drive,50,7.0,Petrol,127,157,Automatic,195,5 Seater,11.6,4.570,1.780,1.440,2.700,485,Hyundai Elantra 2021 1.6L GL,"4,500",KWD
3137,1.6,4,Front Wheel Drive,50,7.0,Petrol,127,157,Automatic,195,5 Seater,11.6,4.570,1.780,1.440,2.700,485,Hyundai Elantra 2021 1.6L GL,"4,500",KWD
3138,1.8,4,Front Wheel Drive,50,10.5,Petrol,133,170,Automatic,177,5 Seater,12.8,4.631 ,1.789,1.470,2.650,480,Geely Emgrand 7 2021 1.8L MPI,"3,500",KWD
3139,1.4,N/A,Front Wheel Drive,43,6.3,Petrol,100,135,Automatic,183,5 Seater,12.5,4.365,1.720,1.455,2.570,288,Kia Rio Sedan 2021 1.4L MPI,"4,500",KWD
3140,1.6,4,Front Wheel Drive,50,6.6,Petrol,115,150,Automatic,180,5 Seater,12.1,4.445,1.748,1.466,2.652,506,Peugeot 301 2021 1.6L Allure,"4,500",KWD
3141,1.6,4,Front Wheel Drive,50,6.6,Petrol,115,150,Automatic,188,5 Seater,12.1,4.445,1.748,1.466,2.652,506,Peugeot 301 2021 1.6L Allure (6 AT),"4,500",KWD
3142,1.6,N/A,Front Wheel Drive,50,6.6,Petrol,115,150,Automatic,188,5 Seater,12.1,4.445,1.748,1.466,2.652,506,Peugeot 301 2021 1.6L Active,"4,500",KWD
3143,1.6,4,Front Wheel Drive,40,6.0,Petrol,110,155,Automatic,197,5 Seater,10.8,4.059,1.780,1.444,2.564,355,Seat Ibiza 2021 1.6L Reference,"4,500",KWD
3144,1.5,4,Front Wheel Drive,42,5.9,Petrol,110,136,Automatic,175,5 Seater,11.5,3.796,1.686,1.527,2.489,261,Ford Figo 2021 1.5L Trend H/B,"4,600",KWD
3145,1.5,4,Front Wheel Drive,40,7.5,Petrol,118,145,CVT,190,5 Seater,11.5,4.455,1.695,1.475,2.600,510,Honda City 2021 1.5L LX,"4,399",KWD
3146,2.5,4,Rear Wheel Drive,76,8.4,Diesel,79,176,Manual,150,3 Seater,20.0,5.315,1.775,1.690,3.095,Null,Isuzu D-MAX 2021 Single Cab 2WD Standard ,"4,600",KWD
3147,1.4,4,Front Wheel Drive,43,6.0,Petrol,92,130,Automatic,170,5 Seater,13.5,4.490,1.730,1.475,2.650,495,Suzuki Ciaz 2021 1.4L GLX,"3,750",KWD
3148,1.8,4,Front Wheel Drive,53,6.8,Petrol,140,175,Automatic,180,5 Seater,10.6,4.257,1.775,1.646,2.555,530,Chevrolet Trax 2021 1.8L LT FWD,"4,800",KWD
3149,1.5,N/A,Front Wheel Drive,52,6.8,Petrol,120,151,Automatic,170,5 Seater,12.3,3.999,1.765,1.708,2.520,346,Ford EcoSport 2021 1.5 Ambiente,"4,700",KWD
3150,1.6,4,Front Wheel Drive,46,6.6,Petrol,104,150,Automatic,175,5 Seater,12.5,3.969,1.978,1.468,2.489,276,Ford Fiesta 2021 1.6L Trend,"4,700",KWD
3151,1.6,4,Front Wheel Drive,50,5.8,Petrol,120,160,Automatic,180,5 Seater,8.0,3.962,1.739,1.471,2.538,285,Peugeot 208 2021 Active,"4,800",KWD
3152,1.6,4,Front Wheel Drive,50,5.8,Petrol,120,160,Automatic,190,5 Seater,8.0,3.962,1.739,1.460,2.538,285,Peugeot 208 2021 1.6L Access,"4,800",KWD
3153,1.0,3,Front Wheel Drive,52,5.8,Petrol,125,170,Automatic,180,5 Seater,11.6,4.096,1.816,1.653,2.519,310,Ford EcoSport 2021 1.0T Ambiente,"4,800",KWD
3154,1.4,4,Front Wheel Drive,43,6.3,Petrol,107,135,Automatic,183,5 Seater,12.5,4.365,1.720,1.455,2.570,288,Kia Rio Sedan 2021 1.4 Mid Option,"4,800",KWD
3155,1.5,4,Front Wheel Drive,55,5.5,Petrol,150,240,Automatic,212,5 Seater,8.9,4.358,1.823,1.484,2.649,277,Ford Focus 2021 1.5L EcoBoost Ambiente,"4,800",KWD
3156,1.6,4,Front Wheel Drive,45,5.9,Petrol,110,155,Automatic,197,5 Seater,8.7,4.061,1.693,1.445,2.469,292,Seat Ibiza 2021 1.6L Style,"4,800",KWD
3157,1.6,4,Front Wheel Drive,55,7.5,Petrol,110,155,Automatic,195,5 Seater,11.5,4.482,1.706,1.461,2.602,550,Seat Toledo 2021 1.6L Reference,"4,850",KWD
3158,1.5,4,Front Wheel Drive,55,5.8,Petrol,148,240,Automatic,210,5 Seater,9.3,4.534,1.823,1.484,2.649,372,Ford Focus 2021 1.5L EcoBoost Ambiente (Sedan),"4,900",KWD
3159,1.5,4,Front Wheel Drive,45,5.7,Petrol,103,138,Automatic,170,7 Seater,13.5,4.265,1.695,1.685,2.740,135,Suzuki Ertiga 2021 1.5L GLX,"4,050",KWD
3160,2.4,4,Rear Wheel Drive,75,10.0,Petrol,128,202,Manual,169,3 Seater,11.0,5.300,1.815,1.780,3.000,Null,Mitsubishi L200 2021 2.4L Single Cab GL (2WD),"4,600",KWD
3161,2.2,4,Rear Wheel Drive,70,9.0,Petrol,102,193,Manual,120,15 Seater,20.0,5.340,1.700,2.240,2.890,Null,King Long Standard Body Passenger Van 2021 2.3L Passenger (15-Seater),"5,000",KWD
3162,1.6,4,Front Wheel Drive,50,5.8,Petrol,120,160,Automatic,180,5 Seater,8.0,3.962,1.739,1.471,2.538,285,Peugeot 208 2021 Active Plus,"5,100",KWD
3163,1.5,4,Front Wheel Drive,55,8.2,Petrol,148,210,Automatic,170,5 Seater,12.5,4.335,1.814,1.695,2.560,500,Haval H2 2021 1.5T Intelligent ,"4,699",KWD
3164,1.5,4,Front Wheel Drive,42,6.0,Petrol,112,136,Automatic,172,5 Seater,11.6,4.256,1.686,1.527,2.489,430,Ford Figo Sedan 2021 1.5L Titanium,"5,100",KWD
3165,1.5,4,Front Wheel Drive,42,6.0,Petrol,112,136,Automatic,172,5 Seater,11.6,4.256,1.686,1.527,2.489,430,Ford Figo Sedan 2021 1.5L Titanium,"5,100",KWD
3166,2.5,4,Rear Wheel Drive,76,8.6,Diesel,109,280,Manual,160,5 Seater,16.0,5.295,1.775,1.695,3.095,Null,Isuzu D-MAX 2021 Crew Cab 2WD Standard,"5,100",KWD
3167,1.5,N/A,Front Wheel Drive,52,6.1,Petrol,120,151,Automatic,170,5 Seater,12.3,3.998,1.765,1.645,2.521,346,Ford EcoSport 2021 1.5 Trend,"5,200",KWD
3168,1.6,4,Front Wheel Drive,52,7.2,Petrol,123,160,Automatic,180,5 Seater,12.5,4.160,1.810,1.670,2.560,348,Changan CS35 2021 1.6L Full Option (2WD),"4,300",KWD
3169,1.6,4,Front Wheel Drive,45,11.5,Petrol,123,151,Automatic,190,5 Seater,7.0,4.065,1.725,1.460,2.580,492,Kia Rio Hatchback 2021 1.6L MPI,"5,200",KWD
3170,1.5,4,Front Wheel Drive,40,7.5,Petrol,118,145,CVT,190,5 Seater,11.5,4.455,1.695,1.475,2.600,510,Honda City 2021 1.5L EX,"4,699",KWD
3171,1.5,4,Front Wheel Drive,55,5.5,Petrol,150,240,Automatic,212,5 Seater,8.9,4.358,1.823,1.484,2.649,277,Ford Focus 2021 1.5L EcoBoost Trend,"5,200",KWD
3172,1.6,4,Front Wheel Drive,55,7.5,Petrol,110,155,Automatic,195,5 Seater,11.5,4.482,1.706,1.461,2.602,550,Seat Toledo 2021 1.6L Style,"5,250",KWD
3173,1.6,N/A,Front Wheel Drive,43,6.3,Petrol,123,150,Automatic,183,5 Seater,12.5,4.365,1.720,1.455,2.570,288,Kia Rio Sedan 2021 1.6L MPI,"5,300",KWD
3174,1.5,4,Front Wheel Drive,55,5.8,Petrol,148,240,Automatic,210,5 Seater,9.3,4.534,1.823,1.484,2.649,372,Ford Focus 2021 1.5L EcoBoost Trend (Sedan),"5,300",KWD
3175,1.6,4,Front Wheel Drive,50,6.4,Petrol,110,155,Automatic,185,5 Seater,11.4,4.263,1.816,1.459,2.636,380,Seat Leon 2021 1.6L Reference,"5,300",KWD
3176,2.5,4,All Wheel Drive,75,9.8,Diesel,164,226,Manual,170,3 Seater,12.0,5.110,1.762,1.681,2.984,1059,Ford Ranger 2021 2.5L Single Cab,"5,400",KWD
3177,2.5,4,All Wheel Drive,75,9.8,Diesel,164,226,Manual,170,3 Seater,12.0,5.110,1.762,1.681,2.984,1059,Ford Ranger 2021 2.5L Single Cab,"5,400",KWD
3178,2.0,4,Front Wheel Drive,63,8.0,Petrol,150,197,Automatic,193,5 Seater,11.3,4.355,1.810,1.625,2.670,358,Mitsubishi ASX 2021 2.0L GLX (2WD),"5,499",KWD
3179,1.6,4,Front Wheel Drive,45,5.4,Petrol,123,151,Automatic,200,5 Seater,11.6,4.630,1.799,1.416,2.700,478,Honda Civic 2021 1.6L DX,"5,550",KWD
3180,1.6,N/A,Front Wheel Drive,45,5.4,Petrol,123,151,Automatic,200,5 Seater,11.6,4.630,1.799,1.416,2.700,478,Honda Civic 2021 1.6L DX Plus,"4,999",KWD
3181,1.6,4,Front Wheel Drive,47,6.5,Petrol,123,215,Automatic,195,5 Seater,11.2,4.358,1.823,1.484,2.649,277,Ford Focus 2021 1.6L  Ambiente,"5,400",KWD
3182,1.6,4,Front Wheel Drive,47,6.5,Petrol,123,215,Automatic,195,5 Seater,11.2,4.534,1.823,1.484,2.649,372,Ford Focus 2021 1.6L  Ambiente (Sedan),"5,400",KWD
3183,1.6,4,Front Wheel Drive,50,5.8,Petrol,120,160,Automatic,180,5 Seater,8.0,3.962,1.739,1.471,2.538,285,Peugeot 208 2021 Allure,"5,500",KWD
3184,1.6,4,Front Wheel Drive,50,6.0,Petrol,115,160,Automatic,190,5 Seater,8.9,3.973,1.829,1.460,2.538,285,Peugeot 208 2021 1.6L GT Line,"5,500",KWD
3185,1.8,4,Front Wheel Drive,58,8.8,Petrol,177,245,Automatic,180,5 Seater,10.0,4.650,1.850,1.705,2.700,590,Changan CS75 2021 1.8T GDI Full Option  (2WD),"6,850",KWD
3186,1.6,4,Front Wheel Drive,58,6.8,Petrol,132,163,Automatic,180,5 Seater,11.8,4.525,1.805,1.610,2.750,235,Kia Carens 2021 1.6L Base,"5,500",KWD
3187,1.6,4,Front Wheel Drive,46,6.6,Petrol,104,150,Automatic,175,5 Seater,12.5,3.969,1.978,1.468,2.489,276,Ford Fiesta 2021 1.6L Titanium,"5,500",KWD
3188,1.6,4,Front Wheel Drive,55,8.4,Petrol,121,151,Automatic,169,5 Seater,12.1,4.270,1.780,1.665,2.590,430,Hyundai Creta 2021 1.6L Mid,"5,750",KWD
3189,1.4,4,Front Wheel Drive,48,5.7,Petrol,140,230,Automatic,190,5 Seater,9.8,4.248,1.796,1.600,2.570,245,Fiat 500X 2021 1.4T City Cross,"6,550",KWD
3190,1.4,4,Front Wheel Drive,48,5.7,Petrol,140,230,Automatic,190,5 Seater,9.8,4.248,1.796,1.600,2.570,245,Fiat 500X 2021 1.4T City Cross,"6,550",KWD
3191,1.4,4,Front Wheel Drive,48,5.7,Petrol,140,230,Automatic,190,5 Seater,9.8,4.248,1.796,1.600,2.570,245,Fiat 500X 2021 1.4T Cross,"7,450",KWD
3192,1.5,4,Front Wheel Drive,61.7,7.0,Petrol,165,250,Automatic,220,5 Seater,8.3,4.923,1.854,1.470,2.829,453,Chevrolet Malibu 2021 1.5L Turbo LS,"6,100",KWD
3193,1.5,4,Front Wheel Drive,61.7,7.0,Petrol,165,250,Automatic,220,5 Seater,8.3,4.923,1.854,1.470,2.829,453,Chevrolet Malibu 2021 1.5L Turbo LT,"6,930",KWD
3194,1.5,4,Front Wheel Drive,61.7,7.0,Petrol,165,250,Automatic,220,5 Seater,8.3,4.923,1.854,1.470,2.829,453,Chevrolet Malibu 2021 1.5L Turbo Premier ,"8,310",KWD
3195,1.6,4,Front Wheel Drive,47,5.4,Petrol,123,151,Automatic,200,5 Seater,11.6,4.630,1.799,1.416,2.700,525,Honda Civic 2021 1.6L LX Sport,"6,900",KWD
3196,1.6,4,Front Wheel Drive,47,6.5,Petrol,123,215,Automatic,195,5 Seater,11.2,4.556,1.823,1.505,2.649,476,Ford Focus 2021 1.6L  Ambiente (station wagon),"5,600",KWD
3197,1.6,4,Front Wheel Drive,41,6.5,Petrol,118,149,Automatic,180,5 Seater,11.5,4.295,1.960,1.590,2.620,432,Nissan Kicks 2021 1.6 SV,"5,499",KWD
3198,1.6,4,Front Wheel Drive,41,6.5,Petrol,118,149,Automatic,180,5 Seater,11.5,4.295,1.960,1.590,2.620,432,Nissan Kicks 2021 1.6 S,"5,800",KWD
3199,1.6,4,Front Wheel Drive,41,6.5,Petrol,118,149,Automatic,180,5 Seater,11.5,4.295,1.960,1.590,2.620,432,Nissan Kicks 2021 1.6 SV Dual Tone,"5,599",KWD
3200,1.6,4,Front Wheel Drive,58,8.2,Petrol,150,194,Automatic,180,7 Seater,11.0,4.525,1.805,1.610,2.750,235,Kia Carens 2021 2.0L Base,"5,800",KWD
3201,2.0,4,Front Wheel Drive,45,6.9,Petrol,158,187,Automatic,200,5 Seater,8.9,4.575,1.755,1.435,2.670,478,Honda Civic 2021 2.0 LX,"7,200",KWD
3202,1.6,4,Front Wheel Drive,47,6.5,Petrol,123,215,Automatic,195,5 Seater,11.2,4.358,1.823,1.484,2.649,277,Ford Focus 2021 1.6L Trend,"5,800",KWD
3203,1.6,4,Front Wheel Drive,47,6.5,Petrol,123,215,Automatic,195,5 Seater,11.2,4.534,1.823,1.484,2.649,372,Ford Focus 2021 1.6L Trend (Sedan),"5,800",KWD
3204,2.0,4,Front Wheel Drive,60,8.6,Petrol,145,200,Automatic,195,5 Seater,12.5,4.688,1.815,1.525,2.710,562,Peugeot 408 2021 2.0L Access ,"5,800",KWD
3205,1.6,4,Front Wheel Drive,50,6.4,Petrol,110,155,Automatic,185,5 Seater,11.4,4.263,1.816,1.459,2.636,380,Seat Leon 2021 1.6L Style,"5,800",KWD
3206,1.6,4,Front Wheel Drive,50,6.4,Petrol,110,155,Automatic,185,5 Seater,11.4,4.263,1.816,1.459,2.636,380,Seat Leon 2021 1.6L Style,"5,800",KWD
3207,1.8,4,Front Wheel Drive,58,8.8,Petrol,177,245,Automatic,180,5 Seater,10.0,4.650,1.850,1.705,2.700,590,Changan CS75 2021 1.8T GDI Basic (2WD),"4,950",KWD
3208,1.6,4,Front Wheel Drive,55,7.1,Petrol,121,151,Automatic,169,5 Seater,12.1,4.270,1.780,1.665,2.590,402,Hyundai Creta 2021 1.6L Top,"6,250",KWD
3209,2.0,4,Front Wheel Drive,58,9.4,Petrol,197,350,Automatic,170,5 Seater,11.6,4.649,1.852,1.710,2.680,800,Haval H6 2021 Intelligent,"5,500",KWD
3210,2.0,4,Front Wheel Drive,58,9.4,Petrol,197,350,Automatic,170,5 Seater,11.6,4.649,1.852,1.710,2.680,800,Haval H6 2021 Supreme,"5,950",KWD
3211,1.5,4,Front Wheel Drive,52,6.1,Petrol,120,151,Automatic,170,5 Seater,12.3,4.096,1.765,1.653,2.519,346,Ford EcoSport 2021 1.5 Titanium,"6,000",KWD
3212,2.5,N/A,Rear Wheel Drive,80,9.8,Petrol,164,226,Manual,170,5 Seater,12.0,5.171,1.811,1.719,3.197,1180,Ford Ranger 2021 2.5L Double Cab (Base) Low-Rider 4X2 M/T,"6,000",KWD
3213,2.2,4,All Wheel Drive,80,7.8,Diesel,118,285,Manual,160,5 Seater,12.5,5.171,1.811,1.719,3.197,1180,Ford Ranger 2021 2.2L Double Cab (Base) Hi-Rider 4X4 M/T,"6,000",KWD
3214,1.6,4,Front Wheel Drive,58,6.8,Petrol,132,163,Automatic,180,5 Seater,11.8,4.525,1.805,1.610,2.750,235,Kia Carens 2021 1.6L Mid Option,"6,000",KWD
3215,1.4,N/A,Front Wheel Drive,50,5.2,Petrol,140,250,Automatic,219,5 Seater,8.5,4.670,1.814,1.461,2.686,590,Skoda Octavia 2021 1.4 TSI Ambition,"6,100",KWD
3216,2.5,4,Front Wheel Drive,62,8.8,Petrol,171,237,Automatic,200,5 Seater,9.5,4.871,2.121,1.482,2.850,453,Ford Fusion 2021 2.5L S,"6,000",KWD
3217,1.6,4,Front Wheel Drive,60,6.5,Petrol,163,240,Automatic,188,5 Seater,9.0,4.253,1.863,1.472,2.610,420,Peugeot 308 2021 1.6L GT Line,"6,000",KWD
3218,2.0,4,Front Wheel Drive,75,10.3,Petrol,221,345,Automatic,190,7 Seater,9.0,5.168,1.980,1.928,3.198,Null,Maxus G10 7-Seater 2021 7 Seat MPV (Luxury),"6,000",KWD
3219,2.4,4,Front Wheel Drive,75,10.2,Petrol,140,210,Manual,160,9 Seater,11.5,5.168,1.980,1.928,3.210,Null,Maxus G10 9-Seater 2021 9 Seat MPV (Standard),"6,200",KWD
3220,1.6,4,Front Wheel Drive,41,6.5,Petrol,118,149,Automatic,180,5 Seater,11.5,4.295,1.960,1.590,2.620,432,Nissan Kicks 2021 1.6 SL,"6,400",KWD
3221,1.6,4,Front Wheel Drive,58,8.2,Petrol,150,194,Automatic,180,7 Seater,11.0,4.525,1.805,1.610,2.750,235,Kia Carens 2021 2.0L Top,"6,100",KWD
3222,1.6,4,Front Wheel Drive,58,8.2,Petrol,150,194,Automatic,180,7 Seater,11.0,4.525,1.805,1.610,2.750,235,Kia Carens 2021 2.0L Top,"6,100",KWD
3223,2.5,4,All Wheel Drive,80,10.4,Petrol,164,226,Manual,170,5 Seater,12.0,5.171,1.811,1.719,3.197,1180,Ford Ranger 2021 2.5L Double Cab (Base) Hi-Rider 4X4 M/T,"6,200",KWD
3224,2.0,4,Front Wheel Drive,63,8.0,Petrol,150,197,Automatic,193,5 Seater,11.3,4.355,1.810,1.625,2.670,358,Mitsubishi ASX 2021 2.0L GLX (2WD) Mid Option,"6,099",KWD
3225,2.0,N/A,Front Wheel Drive,45,6.9,Petrol,158,187,Automatic,200,5 Seater,8.9,4.575,1.755,1.435,2.670,478,Honda Civic 2021 2.0 EXI,"7,500",KWD
3226,2.5,4,Front Wheel Drive,60,8.1,Petrol,170,233,Automatic,185,5 Seater,9.5,4.673,1.843,1.673,2.705,530,Renault Koleos 2021 2.5L PE,"6,250",KWD
3227,2.0,4,Front Wheel Drive,60,8.6,Petrol,145,200,Automatic,195,5 Seater,12.5,4.688,1.815,1.525,2.710,562,Peugeot 408 2021 2.0L Active,"6,300",KWD
3228,1.8,4,All Wheel Drive,58,8.8,Petrol,177,245,Automatic,180,5 Seater,10.0,4.650,1.850,1.705,2.700,590,Changan CS75 2021 1.8T GDI Full Option (AWD),"7,400",KWD
3229,2.4,N/A,Rear Wheel Drive,75,12.2,Petrol,175,228,Manual,182,3 Seater,14.5,5.150,1.920,1.935,3.200,5190,Hyundai H1 2021 3-Seater Panel Van M/T,"6,400",KWD
3230,1.5,4,Front Wheel Drive,55,5.5,Petrol,150,240,Automatic,212,5 Seater,8.9,4.358,1.823 ,1.484 ,2.649 ,277,Ford Focus 2021 1.5L EcoBoost Sport,"6,400",KWD
